sum_cleanup_funding,Cleanup Completion Date,avg_acres_cleaned,avg_acres_grn_created,ACRES Property ID,2010 # Below Poverty,2010 # Low Income,2010 # Unemployed,2010 # Vacant Housing,2010 % Below Poverty,2010 % Low Income,2010 % Unemployed,2010 % Vacant Housing,2010 Median Income,Cntmnt Clnd Up-Arsenic,Cntmnt Clnd Up-Asbestos,Cntmnt Clnd Up-Cadmium,Cntmnt Clnd Up-Chromium,Cntmnt Clnd Up-Copper,Cntmnt Clnd Up-Ctrl Sbstncs,Cntmnt Clnd Up-Iron,Cntmnt Clnd Up-Lead,Cntmnt Clnd Up-Mercury,Cntmnt Clnd Up-Nickel,Cntmnt Clnd Up-None,Cntmnt Clnd Up-Other,Cntmnt Clnd Up-Other (Descr),Cntmnt Clnd Up-Other Metals,Cntmnt Clnd Up-PAHs,Cntmnt Clnd Up-PCBs,Cntmnt Clnd Up-Pesticides,Cntmnt Clnd Up-Petroleum,Cntmnt Clnd Up-SVOCs,Cntmnt Clnd Up-Selenium,Cntmnt Clnd Up-Unknown,Cntmnt Clnd Up-VOCs,Cntmnt Fnd-Arsenic,Cntmnt Fnd-Asbestos,Cntmnt Fnd-Cadmium,Cntmnt Fnd-Chromium,Cntmnt Fnd-Copper,Cntmnt Fnd-Ctrl Sbstncs,Cntmnt Fnd-Iron,Cntmnt Fnd-Lead,Cntmnt Fnd-Mercury,Cntmnt Fnd-Nickel,Cntmnt Fnd-None,Cntmnt Fnd-Other,Cntmnt Fnd-Other Metals,Cntmnt Fnd-PAHs,Cntmnt Fnd-PCBs,Cntmnt Fnd-Pesticides,Cntmnt Fnd-Petroleum,Cntmnt Fnd-SVOCs,Cntmnt Fnd-Selenium,Cntmnt Fnd-Unknown,Cntmnt Fnd-VOCs,Did Ownership Change,EPA Region,IC Catgry-Enfrcmnt/Prmt Tools,IC Catgry-Govmntal Ctrls,IC Catgry-Informational Dev,IC Catgry-Proprietary Ctrls,ICs in Place?,Institutional Ctrl (ICs) Req?,Media Affected-Air,Media Affected-Bldg Materials,Media Affected-Drnking Water,Media Affected-Ground Water,Media Affected-Indoor Air,Media Affected-Sediments,Media Affected-Soil,Media Affected-Surface Water,Media Affected-Unknown,Media Clnd Up-Air,Media Clnd Up-Bldg Materials,Media Clnd Up-Drnking Water,Media Clnd Up-Ground Water,Media Clnd Up-Indoor Air,Media Clnd Up-Sediments,Media Clnd Up-Soil,Media Clnd Up-Surface Water,Media Clnd Up-Unknown,Other Media Ind,Ownership Entity,Past Use: Commercial (arces),Past Use: Greenspace (arces),Past Use: Industrial (arces),Past Use: Multistory (arces),Past Use: Residential (arces),Photographs are available,Property Size,Radius,Ready For Reuse Ind,SFLLP fact into the ownership
297612,06/23/2016,0.8,,121303,240,473,43,26,18.88,37.21,3.38,5.2,9922,Y,Y,,,,,,Y,,,,,,Y,,Y,,Y,,,,,Y,Y,,,,,,Y,,,,,Y,Y,Y,,Y,,,,,N,1,,,,,N,N,,Y,,Y,,,Y,,,,Y,,Y,,,Y,,,,Government,0.8,,,,,Y,0.8,0.5,Y,
14250,04/12/2011,0.2,,121341,0,1,0,0,0,12.5,0,0,22,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,1,,,,,N,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,2,,,,,Y,2,0.5,Y,N
200000,04/07/2014,1.4,,121662,39,85,12,16,14.5,31.6,4.46,14.35,2041,Y,Y,,Y,,,,Y,,,,,,Y,Y,,,Y,,,,Y,Y,,,Y,,,,Y,,,,,Y,Y,,,Y,,,,Y,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,2,,,Y,2,0.5,Y,N
260000,08/06/2014,7.8,,122064,435,1203,384,149,11.26,31.13,9.94,9.48,5837,,,Y,Y,,,,Y,,,,,,Y,Y,,,Y,,,,,,,Y,Y,,,,Y,,,,,Y,Y,,,Y,,,,,,1,,,Y,,Y,Y,,Y,,Y,,,Y,,,,Y,,Y,,,Y,,,,Government,,,10.8,,,N,10.8,0.5,Y,
5500,08/17/2010,0.75,,122172,67,100,17,12,40.12,59.88,10.18,15.4,933,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,N,5,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,0.75,,,,,Y,0.75,0.5,Y,N
89963,08/20/2015,1,,122207,8,14,2,10,24.24,42.42,6.06,39.65,128,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,,,Y,Y,1,,,Y,Y,Y,Y,,Y,,,,,Y,,,,Y,,,,,Y,,,,Government,,1,,,,,1,0.5,Y,Y
294441,06/30/2014,0.25,,122210,704,922,12,31,67.3,88.15,1.15,10.63,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,10,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Private,0.25,,,,,,0.25,0.5,Y,
200000,09/28/2018,2,,122324,183,449,22,92,26.56,65.17,3.19,28.96,752,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,4,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,2,,,Y,2,0.5,Y,N
237728,05/18/2015,0.09,,122683,6025,9306,1445,565,26.66,41.18,6.39,6.81,7299,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,1,,,,,,N,,Y,,,,,Y,,,,,,,,,Y,,,,Private,0.09,,,,,Y,0.09,0.5,Y,N
1390000,05/10/2010,3,,122762,952,1717,223,231,27.6,49.78,6.47,12.55,3303,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,3,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,3,,,Y,3,0.5,Y,N
279486,04/30/2018,0.32,,122967,490,719,80,109,43.1,63.24,7.04,24.37,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,N,6,,Y,Y,,N,Y,,,,Y,,,Y,,,,,,,,,,,,,Government,0.32,,,,,Y,0.32,0.5,N,
234975,09/30/2014,35,,123163,0,0,0,0,0,0,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,3,Y,Y,,,N,Y,,,,Y,,,,,,,,,,,,,,,,Private,,,35,,,Y,35,0.5,N,N
240000,03/04/2014,14,,123175,65,160,21,66,8.72,21.48,2.82,16.24,3358,,,,Y,,,,Y,,,,,,Y,Y,,,Y,,,,Y,,,,Y,,,,Y,,,,,Y,Y,,,Y,,,,,N,1,,,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,14,,,,14,0.5,Y,N
240000,07/15/2016,0.5,,123178,3203,5425,729,692,31.37,53.14,7.14,12.85,4288,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,0.5,,,N,0.5,0.5,Y,N
73000,08/31/2011,1,,123282,31,78,9,151,13.66,34.36,3.96,54.19,1889,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,N,1,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Government,1.6,2,,,,Y,3.6,0.5,Y,N
65207,06/17/2010,1,,123743,,,,,,,,,,,,,,,,,,,,,Y,disease vectors,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,Y,,,,Y,N,8,,,,Y,N,N,Y,,,,,Y,Y,,,Y,,,,,Y,Y,,,,Government,757,,,,1,Y,758,0.5,Y,N
100000,01/05/2011,0.33,,123966,801,1409,152,230,31.61,55.6,6,17.95,3913,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,Y,,,,,Y,,,,,Y,5,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,0.33,,,,,Y,0.33,0.5,Y,
65000,12/03/2010,1,,124196,344,487,51,43,43.71,61.88,6.48,17.28,7584,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,8,,,,,N,N,Y,,,,,,Y,,,Y,,,,,,Y,,,,Government,,,,,1,Y,1,0.5,N,N
460748,06/24/2010,5,,124543,24,90,11,41,8.66,32.49,3.97,24.48,2921,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,8,,Y,,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,5,,,Y,5,0.5,Y,N
30584,08/30/2010,0.25,,124601,534,710,156,32,36.2,48.14,10.58,5.59,1624,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,Y,,,,,N,1,,,,Y,Y,Y,,,,Y,Y,,Y,,,,,,,,,Y,,,,Government,40.85,,,,,N,40.85,0.5,Y,N
344145,12/10/2010,1.31,,124965,1879,3431,484,350,31.61,57.72,8.14,16.61,7071,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,N,5,,,,,N,N,Y,,,Y,,,Y,,,Y,,,,,,Y,,,,Government,,,1.31,,,Y,4.01,0.5,N,N
904235,07/27/2011,14.95,,125343,436,817,21,88,38.35,71.86,1.85,21.68,2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,Y,N,6,,,,,,N,,,,Y,,,Y,,,,,,,,,,,,,Government,,,14.93,,,Y,14.95,0.5,Y,
100000,11/01/2009,1.5,,125413,698,1213,142,100,26.3,45.7,5.35,7.12,3453,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,N,5,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,1.5,,,,,N,1.5,0.5,Y,N
8161,09/01/2010,0.1,,125502,79,246,15,50,10.88,33.88,2.07,13.64,6262,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,Y,,,,,,,,,Y,,,,,,,,,,Government,,,,,0.1,Y,0.1,0.5,Y,N
200000,04/16/2010,2,,125652,395,834,99,81,17.23,36.39,4.32,8.41,6514,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,4,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Government,,,,,,Y,2,0.5,Y,N
131000,08/15/2012,1.68,,125782,226,482,36,113,30.54,65.14,4.86,26.44,3062,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,,Y,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,,Y,1.68,0.5,Y,N
2000000,01/18/2011,10,5,126222,2808,4079,618,356,48.48,70.42,10.67,15.68,4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,Y,4,,Y,Y,,N,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,32,,,Y,32,0.5,N,Y
56000,06/27/2011,0.12,3,127161,144,370,9,58,16.55,42.53,1.03,16.94,8496,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,9,,,,,,N,,,,,,,,,Y,,,,,,,,,,,Government,,,,,,Y,4,0.5,Y,
40885,08/18/2010,3,,127661,363,978,47,30,16.68,44.94,2.16,3.07,4388,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,8,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,,,3,0.5,Y,
1707195,05/31/2012,2.84,,128321,102,157,12,60,22.52,34.66,2.65,25.64,1367,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,3,,,,,,U,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,,Y,2.84,0.5,N,
77500,07/29/2012,0.41,,128701,1135,1491,524,224,23.73,31.18,10.96,18.88,1553,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,N,4,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,,0.41,,,,,Y,2,0.5,Y,
40000,01/15/2015,0.5,,130021,2287,3940,523,1041,36.53,62.94,8.35,26.81,6565,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,N,6,,,,,N,N,,Y,,,,,Y,,,,Y,,,,,Y,,,,Private,6,0.75,,,,,6.75,0.5,Y,N
151900,11/03/2010,0.12,,130321,1,5,1,1,6.25,31.25,6.25,12.07,82,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,N,5,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,0.12,,,,,Y,0.12,0.5,Y,N
73522,08/14/2011,0.1,,130584,808,1745,201,142,24.87,53.71,6.19,10.82,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,Y,Y,5,,,,,,N,,,,,,,Y,,,,,,,,,,,,,Private,0.98,,,,,Y,0.98,0.5,Y,Y
200000,08/21/2015,0.62,,130728,516,990,89,305,27.17,52.13,4.69,27.69,1022,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,Y,N,5,,Y,,,Y,Y,,Y,,Y,,,Y,,,,,,,,,,,,,Government,,,0.62,,,Y,0.62,0.5,Y,N
309623,03/20/2012,0.1,,130843,193,437,83,30,17.32,39.23,7.45,6.56,2113,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,N,5,,,,,N,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.15,0.12,,,,Y,0.3,0.5,Y,N
665000,09/01/2013,1,,131082,238,541,64,28,16.88,38.37,4.54,4.51,7662,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,,Y,,Y,,Y,N,2,,,,,N,N,,,,Y,,Y,Y,,,,,,,,Y,Y,,,,Government,,,1.2,,,Y,1.2,0.5,Y,N
634839,08/13/2010,5.2,5.2,131741,1724,3036,383,191,38.79,68.3,8.62,12.68,4574,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,Y,Y,,Y,,,,Y,Y,5,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,5.2,,,N,5.2,0.5,N,Y
4800,03/01/2012,0.2,,132144,260,380,7,39,31.86,46.57,0.86,10.33,2804,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,Y,,,,,,,,,Y,,,,,,,,,,Private,0.2,,,,,Y,0.2,0.5,Y,N
37591,09/20/2012,0.1,,132581,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,9,,,,,,N,,,,,,,,,Y,,,,,,,,,,,Government,0.1,,,,,Y,0.1,0.5,Y,
134330,10/05/2015,1.3,,132761,28,50,6,14,15.14,27.03,3.24,15.53,669,,Y,,,,,,Y,,,,Y,"Pesticides, Herbicides",,Y,,,Y,,,,Y,,Y,,,,,,Y,,,,Y,,Y,,,Y,,,,Y,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,,,,1.3,,,Y,1.3,0.5,Y,N
137627,10/29/2009,0.22,,133183,128,328,8,120,20.13,51.57,1.26,44.04,14703,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,N,9,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,,Y,0.22,0.5,Y,N
500,07/25/2011,1.05,,133243,246,690,74,36,7.93,22.24,2.38,2.91,9962,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,5,,,,,N,N,Y,,,,,,,,,Y,,,,,,,,,,Government,,,,,,Y,1.05,0.5,Y,
10000,06/17/2013,0.45,,133246,331,769,51,14,12.99,30.17,2,1.29,3012,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,5,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,Private,,,,,,Y,3.5,0.5,Y,
239060,07/12/2013,0.3,,133324,1765,2964,382,557,31.65,53.16,6.85,19.42,8777,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,Y,Y,,,Y,,,,,N,1,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Private,0.3,,,,,Y,0.3,0.5,Y,
51000,11/09/2011,8,,133385,208,459,59,99,22.88,50.5,6.49,21.16,1732,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,Y,Y,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,8,,,,,Y,8,0.5,Y,
1932,09/14/2012,1,,133606,4,9,1,10,14.81,33.33,3.7,47.8,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,N,1,,,,,N,N,,,,Y,,,Y,,,,,,,,,,,,,Private,,,6.8,,,Y,6.8,0.5,Y,N
10000,06/21/2011,0.05,,134067,2432,3990,467,436,49.67,81.5,9.54,15.28,2472,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,1,,,,,N,N,,,,,,,,,,,,,,,,,,,,Private,,,,,,Y,0.05,0.5,Y,N
120000,10/05/2012,0.5,,134103,183,785,79,58,12.37,53.08,5.34,10.85,4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,,Y,5,,,,,N,U,,,,Y,,,Y,,,,,,,,,,,,,Private,1.5,,,,,Y,1.5,0.5,N,Y
10958,01/26/2012,7,,134382,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,Y,N,8,,,,,N,N,,,,,,,Y,Y,,,,,,,,Y,Y,,,Government,,6,,,1,Y,7,0.5,Y,
100000,03/27/2015,11.58,,134463,238,580,103,56,15.78,38.46,6.83,8.67,340,Y,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,,Y,,,,,Y,Y,,,,,,,,Y,5,,,,,,U,,,,,,,Y,,,,,,,,,Y,,,,Government,43.3,,,,,Y,43.3,0.5,N,N
359000,04/01/2015,0.32,,134543,317,1427,275,182,9.62,43.29,8.34,13.21,3013,,,,,,,,,,,,Y,solid waste,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,4,,Y,,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,0.95,Y,0.95,0.5,Y,N
9669,01/31/2013,0.7,,134662,134,217,49,13,42.81,69.33,15.65,9.46,5105,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,1,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,0.7,,,,,Y,0.7,0.5,Y,N
240000,11/13/2017,0.86,,134842,69,219,23,5,10.34,32.83,3.45,1.85,7221,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,1,,,,Y,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,0.86,,,,,Y,0.86,0.5,N,Y
96000,08/31/2012,2,,135342,652,1741,66,355,17.59,46.98,1.78,20.91,1578,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,Y,Y,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,,,2,,,Y,2,0.5,Y,
240000,10/24/2012,3.69,,135401,949,1642,165,502,42.14,72.91,7.33,23.8,1215,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,Y,,,,,,,,,,,,Y,Y,,Y,,,,,N,5,,,Y,,Y,Y,,Y,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,3.69,,,Y,3.69,0.5,Y,N
553358,12/07/2013,3.4,,135521,1763,3100,350,330,39.63,69.68,7.87,13,3201,Y,,,,,,,Y,,,,,,Y,Y,,,Y,,,,Y,Y,,,,,,,Y,,,,,Y,Y,,,Y,,,,Y,Y,7,,,,Y,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,3.4,,,Y,3.4,0.5,N,Y
207894,07/25/2013,2.2,,135525,239,529,45,64,11.9,26.33,2.24,7.61,1358,Y,,,,,,,Y,,,,,,Y,Y,,,Y,,,,Y,Y,,,,,,,Y,,,,,Y,Y,,,Y,,,,Y,N,7,,,,Y,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,2.2,,,Y,2.2,0.5,N,
30000,09/20/2016,0.02,,135561,550,756,57,102,52.33,71.93,5.42,22.77,1774,,,,,,,,,,,,Y,NORM,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,Y,Y,,,Y,Y,6,,,Y,,Y,Y,,,,Y,,Y,Y,Y,,,,,,,,Y,,,,Private,,,40.81,,,Y,40.81,0.5,Y,N
406334,10/16/2015,2.23,,135603,26,43,3,4,19.7,32.58,2.27,7.81,296,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,6,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,,Y,2.23,0.5,Y,N
240000,04/10/2012,0.1,,135945,640,1844,252,122,11.67,33.61,4.59,5.89,5759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,Y,N,5,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,,1.4,,,,,Y,1.4,0.5,Y,N
5350000,10/14/2014,2.45,,136181,42,90,19,351,10.53,22.56,4.76,67.62,4466,,Y,,,,,,,,,,Y,soda ash/pH,Y,,,,Y,,,,Y,,Y,,,,,,,,,,Y,Y,,,,Y,,,,Y,N,9,,,,,,N,,,,,,Y,Y,Y,,,,,,,Y,Y,Y,,,Government,0.25,,2.2,,,Y,2.45,0.5,Y,
1797,09/30/2010,0.3,,136324,89,463,45,69,5.03,26.17,2.54,9.14,18925,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,,N,,,,,,,,,,,,,,,,,,,Y,Government,0.3,,,,,Y,0.3,0.5,Y,Y
85937,06/24/2015,0.2,,136742,1627,3633,553,213,31.2,69.66,10.6,11.24,4810,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,9,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,2.92,,,,Y,2.92,0.5,Y,
100000,07/29/2013,1.5,,136861,548,1066,123,163,30.28,58.9,6.8,18.72,5368,,Y,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,Y,Y,Y,Y,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,1,0.4,,,,Y,1.5,0.5,Y,
102955,10/31/2012,4,,136965,15,82,6,436,5.02,27.42,2.01,75.55,5902,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,Y,8,,,,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,,Government,,,3,,1,Y,4,0.5,Y,Y
492764,06/30/2013,1.59,,137361,209,523,67,87,11.14,27.88,3.57,8.5,2445,Y,,,,,,,Y,,,,,,Y,Y,,,Y,,,,Y,Y,,,,,,,Y,,,,,Y,Y,,,Y,,,,Y,Y,5,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Government,1.59,,,,,Y,1.59,0.5,Y,N
250000,06/30/2009,2.74,,137421,119,478,59,51,7,28.1,3.47,6.86,8482,,Y,,,,,,Y,,,,,,Y,Y,,,Y,,,,Y,,Y,,,,,,Y,,,,,Y,,,,Y,,,,Y,Y,5,,Y,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,2.74,,,Y,2.74,0.5,Y,U
200000,06/14/2013,0.69,,137465,410,618,61,150,54.89,82.73,8.17,27.4,1885,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,N,4,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,0.69,,,Y,0.69,0.5,Y,
21250,11/30/2013,0.43,,137724,393,718,124,150,16.7,30.51,5.27,11.12,3398,Y,,,,,,,Y,,,,,,Y,Y,,,Y,,,,Y,Y,,,,,,,Y,,,,,Y,Y,,,Y,,,,Y,,1,,,,Y,N,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,,,,N,0.43,0.5,N,
113926,03/14/2014,0.06,,137762,62,89,2,126,13.39,19.22,0.43,28.87,12431,Y,,Y,,,,,Y,Y,,,Y,Arsenic & Mercury,Y,,,,Y,Y,Y,,Y,Y,,Y,,,,,Y,Y,,,Y,Y,Y,,,Y,Y,Y,,Y,Y,6,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,1.26,3.78,,,Y,5.04,0.5,Y,N
432504,12/29/2017,2.8,,138244,218,371,16,71,23.93,40.72,1.76,13.58,4589,Y,,,,,,,Y,Y,,,,,Y,,,,Y,Y,,,,Y,,,,,,,Y,Y,,,,Y,,,,Y,Y,,,,N,8,,Y,,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,2,,,Y,2.8,0.5,Y,
114750,09/18/2014,0.99,,138521,218,309,71,152,18.51,26.23,6.03,25.57,3714,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,7,Y,,,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,0.99,,,,,,0.99,0.5,Y,
240000,07/31/2015,0.85,,138862,251,645,73,29,12.71,32.66,3.7,3.67,2901,,Y,,,,,,Y,,,,,,,Y,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,1,Y,Y,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,,,0.85,,,Y,0.85,0.5,Y,
633878,01/24/2013,1.79,,139344,2410,3424,736,375,35.36,50.23,10.8,12.72,4167,,,,,,,,Y,Y,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,N,5,,Y,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,1.56,,,0.23,Y,1.79,0.5,Y,
243970,06/06/2017,9.81,,139602,28,47,6,55,16.87,28.31,3.61,43.6,2199,Y,,,,,,,,,,,Y,DDE,Y,,,,,,,,,Y,,,,,,,,,,,Y,Y,Y,,,,,,,,N,3,,,,,N,N,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,,,,Y,9.81,0.5,Y,
241000,10/30/2013,0.5,,139823,289,572,35,80,16.7,33.04,2.02,8.54,9726,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,8,,,,,N,N,,Y,,,Y,,,,,,Y,,,Y,,,,,,,0.12,,,,,Y,0.5,0.5,Y,
