sum_cleanup_funding,Cleanup Completion Date,avg_acres_cleaned,avg_acres_grn_created,ACRES Property ID,2010 # Below Poverty,2010 # Low Income,2010 # Unemployed,2010 # Vacant Housing,2010 % Below Poverty,2010 % Low Income,2010 % Unemployed,2010 % Vacant Housing,2010 Median Income,Cntmnt Clnd Up-Arsenic,Cntmnt Clnd Up-Asbestos,Cntmnt Clnd Up-Cadmium,Cntmnt Clnd Up-Chromium,Cntmnt Clnd Up-Copper,Cntmnt Clnd Up-Ctrl Sbstncs,Cntmnt Clnd Up-Iron,Cntmnt Clnd Up-Lead,Cntmnt Clnd Up-Mercury,Cntmnt Clnd Up-Nickel,Cntmnt Clnd Up-None,Cntmnt Clnd Up-Other,Cntmnt Clnd Up-Other (Descr),Cntmnt Clnd Up-Other Metals,Cntmnt Clnd Up-PAHs,Cntmnt Clnd Up-PCBs,Cntmnt Clnd Up-Pesticides,Cntmnt Clnd Up-Petroleum,Cntmnt Clnd Up-SVOCs,Cntmnt Clnd Up-Selenium,Cntmnt Clnd Up-Unknown,Cntmnt Clnd Up-VOCs,Cntmnt Fnd-Arsenic,Cntmnt Fnd-Asbestos,Cntmnt Fnd-Cadmium,Cntmnt Fnd-Chromium,Cntmnt Fnd-Copper,Cntmnt Fnd-Ctrl Sbstncs,Cntmnt Fnd-Iron,Cntmnt Fnd-Lead,Cntmnt Fnd-Mercury,Cntmnt Fnd-Nickel,Cntmnt Fnd-None,Cntmnt Fnd-Other,Cntmnt Fnd-Other Metals,Cntmnt Fnd-PAHs,Cntmnt Fnd-PCBs,Cntmnt Fnd-Pesticides,Cntmnt Fnd-Petroleum,Cntmnt Fnd-SVOCs,Cntmnt Fnd-Selenium,Cntmnt Fnd-Unknown,Cntmnt Fnd-VOCs,Did Ownership Change,EPA Region,IC Catgry-Enfrcmnt/Prmt Tools,IC Catgry-Govmntal Ctrls,IC Catgry-Informational Dev,IC Catgry-Proprietary Ctrls,ICs in Place?,Institutional Ctrl (ICs) Req?,Media Affected-Air,Media Affected-Bldg Materials,Media Affected-Drnking Water,Media Affected-Ground Water,Media Affected-Indoor Air,Media Affected-Sediments,Media Affected-Soil,Media Affected-Surface Water,Media Affected-Unknown,Media Clnd Up-Air,Media Clnd Up-Bldg Materials,Media Clnd Up-Drnking Water,Media Clnd Up-Ground Water,Media Clnd Up-Indoor Air,Media Clnd Up-Sediments,Media Clnd Up-Soil,Media Clnd Up-Surface Water,Media Clnd Up-Unknown,Other Media Ind,Ownership Entity,Past Use: Commercial (arces),Past Use: Greenspace (arces),Past Use: Industrial (arces),Past Use: Multistory (arces),Past Use: Residential (arces),Photographs are available,Property Size,Radius,Ready For Reuse Ind,SFLLP fact into the ownership
68917,09/18/2012,0.3,,139961,0,2,3,4,0,1.61,2.42,8.51,1581,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,N,1,,,,,,U,,,Y,,,,Y,,,,,,,,,Y,,,,Private,,,,,,Y,4.94,0.5,N,
823,10/05/2012,1,,140268,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,N,1,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,1,,,Y,1,0.5,Y,
914000,09/26/2014,10,,140483,6,10,2,1,17.14,28.57,5.71,7.25,279,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,5,,,Y,,N,Y,,,,Y,,,Y,Y,,,,,Y,,,Y,Y,,,Government,,,10,,,Y,10,0.5,N,
100000,09/17/2010,0.57,,141441,192,279,43,16,56.8,82.54,12.72,16.22,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,U,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,0.57,0.5,N,
420,08/11/2011,1,,141521,170,558,36,96,12.29,40.35,2.6,15.54,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,6,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Government,,,,,,Y,1333.85,0.5,Y,
494407,10/20/2016,1.33,,141842,3597,5765,889,632,32.84,52.64,8.12,12.02,7436,,Y,,,,,,Y,,,,,,,Y,Y,,,,,,,,Y,,,,,,Y,,,,,,Y,Y,,,,,,,N,1,,,,,,N,,Y,,,,,Y,,,,Y,,,,,Y,,,,Private,,,1.33,,,Y,1.33,0.5,Y,
7729,02/14/2012,0.1,,141864,18,81,2,32,5,22.5,0.56,17.34,4950,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,Y,,,,,,,,,Y,,,,,,,,,,Private,,,,,0.1,Y,0.1,0.5,Y,
3885,03/15/2011,1,,142162,5,12,1,9,5.38,12.9,1.08,17.5,1279,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,1,,,,,N,1,0.5,Y,
30000,11/30/2012,0.73,,142301,1038,2683,247,109,21.68,56.04,5.16,5.8,5544,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,,,,,N,N,,,,Y,Y,,Y,,,,,,Y,Y,,Y,,,,Private,0.73,,,,,Y,0.73,0.5,Y,N
240000,04/09/2015,3.75,,142722,351,929,64,47,13.85,36.66,2.53,3.64,7412,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,1,,,,Y,N,Y,,Y,,Y,,,Y,,,,Y,,,,,,,,,Private,3.75,,,,,Y,3.75,0.5,N,
161900,11/30/2011,36,,143302,200,640,124,8,8.48,27.14,5.26,0.79,3974,,,,,,,,,,,,Y,coal silts & culm wastes,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,3,Y,Y,Y,Y,Y,Y,,,,,,Y,Y,Y,,,,,,,,Y,Y,,,,,,,,,Y,36,0.5,Y,
19915,10/01/2011,0.3,,143502,278,669,104,61,15.75,37.9,5.89,7.15,7132,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,0.3,,,,,Y,0.3,0.5,Y,Y
175000,08/23/2013,0.66,,143883,346,892,127,152,11.72,30.21,4.3,10,1387,Y,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,Y,,,,,,,,Y,,,,Y,,,,Y,,,,Y,Y,5,,,,,,N,,,,Y,,,Y,,,,,,,,,Y,,,,Private,0.66,,,,,N,0.66,0.5,Y,N
53183,08/14/2012,0.01,,144385,4,29,2,7,4.08,29.59,2.04,16.42,442,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,Y,,,,Y,N,6,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Private,2.5,,,,,Y,2.5,0.5,Y,
14500,07/01/2014,0.2,,144452,584,1275,123,100,23.13,50.5,4.87,7.4,9524,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,N,5,,,Y,,,Y,Y,,,,,,Y,,,,,,,,,,,,,Government,0.2,,,,,Y,0.2,0.5,N,
750000,03/30/2009,4.17,,144581,239,799,94,42,12.53,41.9,4.93,4.85,3047,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,,Y,,,,,Y,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,4.17,,,N,4.17,0.5,Y,Y
80006,03/25/2015,7.58,,145462,684,1470,130,106,25.36,54.51,4.82,7.32,3075,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,N,1,,,,Y,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,8,,,Y,7.58,0.5,Y,
289382,01/24/2014,2.39,,145622,2698,3978,343,366,50.29,74.15,6.39,11.39,2134,,Y,,,,,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,,,,N,1,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,2.39,,,,,Y,2.39,0.5,Y,
10000,11/01/2012,0.5,,146662,434,711,155,240,11.59,18.99,4.14,16.62,11342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,3,,,,,N,N,,Y,,,,,,,,,,,,,,,,,,Private,0.5,,,,,Y,0.5,0.5,Y,
12659,10/19/2012,1.7,,146941,24,54,3,4,23.53,52.94,2.94,8.05,353,,,,,,,,,,,,Y,toxaphene,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,N,7,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,1.7,,,,,Y,1.7,0.5,Y,
40920,06/30/2013,0.62,,148002,21,41,34,10,6.44,12.58,10.43,7.49,2162,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,9,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,7.49,,,,,Y,7.5,0.5,Y,
30000,09/30/2009,54,,148086,295,487,48,79,40.25,66.44,6.55,19.14,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,3,,,,,N,N,,,,Y,,,,,,,,,,,,,,,,Private,,,,,,,54,0.5,Y,
80000,01/29/2015,3.5,,148901,25,49,6,10,12.44,24.38,2.99,9.64,1342,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,Y,,,,Y,N,3,,,Y,Y,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,3.5,,,,,Y,3.5,0.5,Y,
240000,08/26/2011,1,,149861,1822,2616,474,1206,50.17,72.03,13.05,42.62,7063,,,,,,,,,,,,Y,tires,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,N,5,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,1,,,Y,1,0.5,Y,
937000,05/25/2016,8.44,,150207,42,81,10,11,34.71,66.94,8.26,18.56,34,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,,,,Y,Y,,,,,,,,N,5,,,,,,N,,Y,,Y,,,Y,,,,Y,,,,,,,,,Government,8.44,,,,,Y,8.44,0.5,Y,
46021,09/19/2013,0.1,,150582,169,692,150,137,6.72,27.51,5.96,13.3,5353,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,Y,,,,Y,Y,,,Y,N,7,,,,,,N,,,,Y,,,Y,,,,,,,,,,,,,Government,,,28,,,Y,28,0.5,Y,
200000,11/14/2008,6.8,,150941,1522,2820,357,443,35.43,65.64,8.31,22.09,7815,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,N,3,,,,,N,N,,,,,,Y,,,,,,,,,,,,,,Private,,,,,,,6.8,0.5,Y,
25000,06/30/2007,0.3,,150944,3838,6193,918,555,40.55,65.42,9.7,15.21,7455,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,3,,,,,N,N,,,,,,,,,,,,,,,,Y,,,,Private,,,,,,,0.3,0.5,Y,
63240,12/02/2011,10,,151863,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,Y,,,,Y,,8,,,,,N,N,Y,,,,,,Y,Y,,Y,,,,,,Y,Y,,,,,,,,,Y,70,0.5,Y,
435000,10/01/2012,0.98,,152181,65,200,5,14,13,40,1,6.66,10397,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,7,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,,Y,0.98,0.5,Y,
200000,09/30/2009,1.1,,152802,791,1587,157,373,17.99,36.1,3.57,23.09,7905,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,3,,,,,N,N,,,,,,,,,,,,,,,,Y,,,,Private,,,,,,,1.1,0.5,Y,
200000,09/03/2012,3,,152805,727,1404,96,482,26.36,50.91,3.48,20.85,21667,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,3,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,,,3,0.5,Y,
145485,03/07/2018,0.28,,153081,1658,2627,134,237,37.78,59.87,3.05,11.68,5600,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,1,,,,,N,N,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.28,,,,,Y,0.28,0.5,Y,
147073,06/16/2011,0.2,,153281,2934,4348,489,539,50.56,74.93,8.43,19.2,6582,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,Y,,,Y,,,,Y,N,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.2,,,,,N,0.2,0.5,Y,
452588,09/01/2014,0.5,,153381,1701,3027,305,280,36.82,65.52,6.6,14.93,4967,,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,Y,Y,5,,Y,,Y,Y,Y,,Y,,Y,,,Y,,,,Y,,Y,,,Y,,,,Private,0.5,,,,,Y,0.5,0.5,Y,Y
10000,10/13/2012,3.89,,153841,11,91,17,26,2.88,23.82,4.45,14.68,7784,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,7,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Government,3.89,,,,,Y,3.89,0.5,Y,Y
21000,05/15/2012,0.3,,154141,102,189,93,255,4,7.4,3.64,17.52,10813,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,3,,Y,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,0.3,,,Y,0.3,0.5,Y,N
9246,12/17/2012,0.08,,154221,407,1032,48,148,14.48,36.71,1.71,10.53,7228,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Private,,,,,,Y,0.08,0.5,Y,
1200000,11/09/2012,1,0.62,154322,386,607,72,190,48.74,76.64,9.09,39.83,6721,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,Y,Y,5,,,,,,U,,,,,,,Y,,,,,,,,,,,,,Government,2.12,,,,,Y,2.12,0.5,N,Y
51000,01/16/2014,2.1,,154562,454,832,66,248,20.36,37.31,2.96,20.81,3606,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,Y,Y,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,,,2.1,,,Y,2.1,0.5,Y,
51000,04/17/2013,1,,155084,571,1396,53,91,20.12,49.19,1.87,8.46,1772,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,Y,Y,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,,,1,,,Y,1,0.5,Y,
200000,10/23/2014,6,,155441,1023,1834,217,373,28.72,51.49,6.09,20.37,1957,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,,Y,6,,,,,,N,,Y,,,Y,,Y,,,,Y,,,Y,,,,,,,,,6,,,Y,6,0.5,Y,
239500,10/15/2015,1,,155503,27,107,16,32,5.21,20.66,3.09,12.23,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,N,9,,Y,Y,,Y,Y,,,,,,,Y,,,,,,,,,,,,,Government,,,1,,,Y,1,0.5,Y,
108731,09/30/2013,0.5,,155766,1,4,0,1,10,40,0,21.78,137,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,N,8,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Government,,,,,0.5,Y,0.5,0.5,Y,
58206,12/29/2015,4,,155785,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,N,8,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,4,,,,Y,4,0.5,Y,
1569254,09/30/2013,17.81,,156083,806,1631,181,301,27.34,55.33,6.14,19.95,1637,,Y,,,,,,Y,,,,Y,mold,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,Y,3,,,,,,N,Y,,,,,,,,,Y,,,,,,,,,,Government,,,,,17.81,Y,17.81,0.5,Y,N
550000,10/31/2014,1.04,,156621,9,34,7,7,3.19,12.06,2.48,6.92,1100,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,1,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Government,1.04,,,,,Y,1.04,0.5,Y,
85000,07/10/2018,2.8,,156802,1420,4562,874,108,9.36,30.06,5.76,2.55,17101,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,,N,9,,,,,N,N,,Y,,,,,Y,,,,Y,,,,,Y,,,,Government,,,2.8,,,,2.8,0.5,N,
2100,10/12/2012,14,,156982,100,316,5,21,16.05,50.72,0.8,6.91,2257,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,6,,,,,N,N,,,,,,,,,,,,,,,,,,,,Government,1,,,,,Y,14.86,0.5,Y,
1292032,12/14/2015,0.63,,157681,4948,8512,1151,533,33.18,57.07,7.72,8.93,15392,Y,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,,Y,,,,,Y,,,,,,,,,N,1,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,0.63,,,,,Y,0.63,0.5,Y,
240000,11/19/2015,4,,158501,852,1648,103,147,30.81,59.6,3.73,11,5032,,Y,,,,,,Y,,,,,,,,Y,,,,,,Y,,Y,,,,,,Y,,,,,,,Y,,,,,,Y,N,1,,,,Y,N,Y,,Y,,,,,Y,,,,Y,,,,,Y,,,,Government,,,4,,,Y,4,0.5,N,
7500,05/31/2013,0.13,,159023,1290,2230,269,351,38.59,66.71,8.05,17.13,4477,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,4,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Private,0.92,,,,,Y,0.92,0.5,Y,Y
240000,03/31/2013,8.56,,159185,1531,2379,223,173,45.3,70.38,6.6,12.32,2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,N,3,,,Y,,N,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Government,,,,,,,8.56,0.5,N,
132434,02/28/2017,3,,159562,158,289,41,48,31.54,57.68,8.18,18.07,2121,,,,,,,,Y,,,,,,,Y,,,Y,Y,,,Y,,,,,,,,Y,,,,,,Y,,,Y,Y,,,Y,Y,4,,,Y,,Y,Y,,,,Y,,,Y,,,,,,,,,Y,,,,Private,,,5.1,,,Y,5.1,0.5,Y,Y
1000000,01/25/2018,130,,159802,456,647,107,221,51.29,72.78,12.04,37.27,1563,,Y,,,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,Y,,,,,Y,5,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,Private,,,130,,,,130,0.5,Y,
588170,10/08/2018,1.2,,160101,155,339,52,61,14.14,30.93,4.74,13.23,8763,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,8,,,,,N,U,,,,,,,,,,,,,,,,,,,,Government,1.2,,,,,Y,1.2,0.5,N,Y
30000,09/30/2013,1,,161422,22,56,3,16,19.13,48.7,2.61,27.86,1385,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,8,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,,,,1,Y,1,0.5,Y,
30000,09/30/2013,1,,161425,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,N,8,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,Government,,,,,1,Y,1,0.5,Y,
297952,12/11/2018,0.55,,162001,2684,3609,360,646,52.59,70.71,7.05,19.23,2038,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,N,1,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Private,0.55,,,,,Y,0.55,0.5,Y,
5000,06/28/2014,0.15,,162121,552,1066,193,11,17.1,33.01,5.98,0.85,4698,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,5,,,,,,N,,,,,,,,,,,,,,,,,,,,Government,0.56,,,,,N,0.56,0.5,Y,N
4824,02/07/2012,0.26,,162901,8,35,8,2,6.11,26.72,6.11,3.34,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,10,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Government,,0.26,,,,Y,0.26,0.5,Y,
511959,09/10/2013,2.86,1,163182,1322,2349,366,751,34.75,61.75,9.62,38.13,5322,Y,,,,,,,,,,,,,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,N,5,,,Y,,N,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,2.86,,,Y,2.86,0.5,N,
145000,12/13/2013,3.1,,163901,102,212,75,120,11.83,24.59,8.7,22.71,6784,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,5,,,,,,N,,Y,,,,,,,,,Y,,,,,,,,,Government,3.1,,,,,Y,3.1,0.5,Y,
480000,09/22/2016,9.4,,164121,39,80,16,0,6.83,14.01,2.8,0,4223,Y,,Y,,,,,Y,,,,,,Y,,,,Y,,,,,Y,,Y,,,,,Y,,,,,Y,,,,Y,,,,,N,9,,,,,,N,,,,,,,Y,,,,,,,,,Y,,,,Government,,7.7,1.3,,0.4,Y,9.4,0.5,Y,
174908,04/14/2014,0.3,,164450,878,1548,205,381,34.77,61.31,8.12,25.39,2863,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,,,,Y,Y,,,,,,,,Y,7,,,,,N,N,,,,,,,Y,,,,,,,,,,,,,Private,0.53,,,,,Y,0.53,0.5,Y,Y
200000,12/05/2017,0.25,,164690,2306,4285,527,561,32.19,59.81,7.36,18.66,7136,Y,,,,,,,Y,,,,,,Y,Y,Y,,Y,,,,,Y,,,,,,,Y,,,,,Y,Y,Y,,Y,,,,,Y,1,,,Y,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Private,,,0.25,,,Y,0.25,0.5,Y,Y
51000,10/03/2012,2.5,,165003,389,740,57,108,35.24,67.03,5.16,21.31,3564,,Y,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,6,,,Y,,Y,Y,,Y,,,,,,,,,Y,,,,,,,,,Government,,,2.5,,,Y,2.5,0.5,Y,
8887,04/08/2013,1.13,,165082,2256,4137,629,825,28.75,52.73,8.02,26.41,11160,,,,,,,,Y,,,,,,Y,Y,,,Y,,,,,,,,,,,,Y,,,,,Y,Y,,,Y,,,,,Y,2,Y,,Y,,Y,Y,,,,,,,Y,,,,,,,,,,,,,Private,,1.13,,,,,1.13,0.5,Y,N
720000,01/16/2015,4.45,,165221,2269,5243,893,397,24.83,57.38,9.77,14.34,9866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,9,,,,,,N,,,,,,,Y,,,,,,,,,,,,,Government,,4.45,,,,Y,4.45,0.5,Y,
4386,01/18/2010,2.5,,165506,1,2,2,1,3.85,7.69,7.69,8.31,165,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,N,10,,,,,N,N,,,,,,,Y,,,,,,,,,Y,,,,Government,1,,,,1,Y,2.5,0.5,Y,
711575,02/25/2014,0.72,,165901,897,1708,312,17,32.54,61.95,11.32,1.63,3396,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,Y,,,,Y,Y,Y,,Y,,,,,N,10,,,,,,N,,,,,,,Y,,,,,,,,,,,,,Government,0.72,,,,,,0.72,0.5,Y,
500000,01/08/2009,3.67,,166302,324,592,72,76,35.45,64.77,7.88,13.72,1872,Y,,,Y,,,,,,,,,,Y,,Y,,Y,,,,,Y,,,Y,,,,,,,,,Y,,Y,,Y,,,,,N,8,,Y,Y,Y,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,,,3.67,,,Y,3.67,0.5,Y,
2300,08/30/2012,0.32,,166792,34,204,3,59,5.72,34.34,0.51,18.85,2735,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,N,8,,,,,N,N,,,,,,,,,,,,,,,,,,,Y,Private,,,,,0.32,Y,0.32,0.5,Y,
138608,07/25/2014,0.16,,167443,407,1032,48,148,14.48,36.71,1.71,10.53,7228,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,N,8,,,,,N,N,,Y,,,,,,,,,Y,,,,,,,,,Government,,,,,,,0.16,0.5,Y,
220000,09/30/2013,1,,167821,966,1640,221,266,37.63,63.89,8.61,20.3,2332,,,,,,,,Y,,,,Y,not specified,,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,,,,Y,N,5,Y,,,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,Government,,,3.3,,,Y,3.3,0.5,Y,
447714,10/31/2013,0.14,,168022,2736,5540,1208,1155,22.22,44.98,9.81,17.8,11619,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,Y,Y,5,,,Y,,Y,Y,,,,Y,,,Y,,,,,,Y,,,Y,,,,Government,0.14,,,,,Y,0.14,0.5,Y,Y
36061,02/12/2016,0.03,,168301,253,908,95,181,13.07,46.93,4.91,18.36,2934,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,Y,Y,,,Y,N,6,,,,,N,N,,,,Y,,,Y,,,,,,,,,,,,,Private,0.2,,,,,Y,0.2,0.5,Y,
34763,09/30/2013,1,,168784,11,27,1,4,25,61.36,2.27,22.1,293,,Y,,,,,,Y,,,,Y,"mercury, mold",,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,,,,,,,N,8,,,,,N,N,Y,Y,,,,,Y,,,Y,Y,,,,,Y,,,,Government,,,,,,Y,1,0.5,Y,
41500,06/01/2014,3.6,,169024,642,812,124,143,62.57,79.14,12.09,26.51,2663,Y,,,,,,,,Y,,,,,Y,Y,,,Y,,,,Y,Y,,,,,,,,Y,,,,Y,Y,,,Y,,,,Y,N,5,,,,,,U,,,,Y,,,Y,,,,,,Y,,,Y,,,,Private,3.6,,,,,N,3.6,0.5,N,
34000,05/04/2015,0.05,,169121,914,1622,377,275,34.53,61.28,14.24,16.5,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,10,,,,,,N,,,,,,,,,,,,,,,,,,,,Private,1.5,,,,,Y,1.5,0.5,Y,
